boid_id,timestep,position_x,position_y,velocity_x,velocity_y
0,0,537.0701395541346,120.6897965623368,-7.835770807938363,0.3222218075155888
1,0,773.362206320613,378.8895283951175,-6.4092559938293725,4.624277841521674
2,0,553.7100891436842,265.1264718089585,-6.039818443803951,-0.09226307093481306
3,0,623.4573482949122,154.21508433563957,-4.803421634136316,8.220075072909324
4,0,648.2668568659827,212.30281672060497,-5.06353781987788,3.6492843123374255
5,0,810.532367810045,91.88901278643823,-3.178762798268958,8.266878912818504
6,0,594.1473956221009,247.6594471061556,4.133044667597846,7.700961645764779
7,0,648.6757974142752,368.24151778264263,0.10390575509179356,4.653633770457645
8,0,684.610093312972,299.57371411119453,5.210494320355481,5.225818345733348
9,0,802.4509143709124,148.25672729466913,-4.6229084026276075,3.2689197754143473
10,0,593.9486678214625,69.47327103970684,1.9877694375665804,9.1399992884815
11,0,765.5525151615323,2.276471159570633,2.2148898934307404,5.673421201808356
12,0,449.4891427328272,223.96928931146806,2.381487713264373,4.001583319311352
13,0,745.8795055567273,53.613044964759126,-0.8259255501165582,9.363364078997309
14,0,573.8140870008872,288.26168915342924,-2.709747483869551,4.956126080761047
15,0,664.855508266611,189.74236456983147,5.082895559258515,5.721212349968057
16,0,770.149018782065,276.34271253471417,-3.5121449572338044,4.814333767130217
17,0,510.0451728972763,60.58226473147755,-6.204291422548527,7.7909029345335155
18,0,708.0405431611747,107.6137946470085,-0.6587711789848947,8.285134476270148
19,0,734.1272385263112,90.98438081817383,4.658387319949865,6.8513304866382665
20,0,555.9129663020647,142.2952284458725,-2.890597070292986,9.473813480090646
21,0,707.0409582699356,9.88226103976126,5.623070231034912,1.0218834988453807
22,0,539.3343504390617,66.35031613034315,-5.035517425087139,8.744133953773614
23,0,593.7895034305951,292.3791368322678,5.368235982704423,1.213355623364049
24,0,794.7554800603973,245.71996641935505,-5.748383065722363,0.227085406641658
25,0,556.2278410282854,313.2706854951624,-6.383364563384081,4.12614737220301
26,0,554.4750695310449,249.75426270701314,-9.503937260049996,2.915012232716215
27,0,814.9016547940009,109.31873473354327,4.10726659377293,2.20411146795552
28,0,801.2095498582667,163.88763433082102,-6.2149700105930705,-0.08425155199281831
29,0,557.053030461047,35.517413314469024,8.499530919049475,5.33042154262004
0,1,536.2711617174873,120.7133191638647,-7.989778366473244,0.23522601527906267
1,1,772.6857647473082,379.3553731077751,-6.764415733048795,4.658447126575773
2,1,553.0883744860635,265.1410302017598,-6.217146576207481,0.14558392801280656
3,1,622.9682109807526,155.02940502207036,-4.891373141596028,8.143206864307777
4,1,647.7497925950821,212.7106802240724,-5.17064270900648,4.078635034674492
5,1,800.0,92.70294938098722,3.5148627404163317,8.139365945489919
6,1,594.5651770068488,248.39146297851028,4.177813847478599,7.320158723546675
7,1,648.6900310073169,368.8413489295741,0.14233593041736667,5.998311469314696
8,1,685.1127945671566,300.08224795367346,5.027012541845037,5.085338424789524
9,1,800.0,148.5695911275386,5.11972872408519,3.1286383286946133
10,1,594.163069079095,70.37932252072223,2.1440125763235365,9.060514810153776
11,1,765.7617224449464,2.8656670835018954,2.0920728341414723,5.891959239312624
12,1,449.78856500120503,224.4892376792888,2.9942226837784256,5.19948367820755
13,1,745.8012965382543,54.570727474867546,-0.7820901847301828,9.576825101084223
14,1,573.5128943684307,288.78061400170105,-3.0119263245652066,5.189248482718006
15,1,665.3601520457844,190.30093337834919,5.046437791733982,5.585688085177275
16,1,769.7726573273637,276.83227896740283,-3.7636145470131295,4.89566432688655
17,1,509.4365922718163,61.36159375795382,-6.085806254599693,7.793290264762682
18,1,707.9921354749132,108.44623288539296,-0.48407686261531957,8.324382383844506
19,1,734.5986427340309,91.65270055238099,4.714042077196956,6.683197342071642
20,1,555.6272733817788,143.24660115295666,-2.8569292028585087,9.513727070841378
21,1,707.6200506430947,10.039270667965575,5.790923731591904,1.5700962820431439
22,1,538.8193751968311,67.22905762904806,-5.149752422306616,8.787414987049054
23,1,594.3731467549906,292.5182787378485,5.836433243954538,1.3914190558068071
24,1,794.13710648421,245.72162287096344,-6.183735761872704,0.01656451608388121
25,1,555.6000547458077,313.6894887129528,-6.277862824777567,4.18803217790396
26,1,553.5328028886601,250.05520958006838,-9.422666423848991,3.0094687305523875
27,1,800.0,109.62475970614736,-5.160898334037031,3.0602497260409636
28,1,800.0,163.89428404842064,6.378984407042517,0.06649717599629981
29,1,557.9005223743059,36.08576461905779,8.474919132588768,5.683513045887692
0,2,535.4772458485237,120.72113641800853,-7.939158689636132,0.07817254143830871
1,2,771.99150882462,379.81301928849996,-6.942559226881424,4.576461807248717
2,2,552.4650242002905,265.182527933671,-6.233502857729757,0.41497731911196173
3,2,622.4693824086766,155.82538762260359,-4.988285720760924,7.959826005332092
4,2,647.2300418747034,213.12637254101466,-5.197507203787489,4.156923169422485
5,2,800.0,93.50096361533195,-3.1042032921058826,7.980142343447369
6,2,594.9845483577514,249.10148173099253,4.193713509025105,7.100187524822504
7,2,648.7041189711349,369.45194802294577,0.1408796381804311,6.10599093371675
8,2,685.6078539170501,300.59184686863296,4.950593498935445,5.095989149595041
9,2,800.0,148.88914587427246,-5.078235558142692,3.1955474673387636
10,2,594.3915378406506,71.28041534182596,2.28468761555595,9.010928211037278
11,2,765.9457830269855,3.4791934286874984,1.840605820391548,6.135263451856028
12,2,450.0923392228551,225.00830474254275,3.0377422165007233,5.19067063253955
13,2,745.7184284745846,55.53101623042878,-0.8286806366973869,9.60288755561237
14,2,573.1951761340135,289.2895885821261,-3.1771823441712117,5.089745804250613
15,2,665.8744409423338,190.84572570427827,5.1428889654933405,5.447923259290763
16,2,769.372677503468,277.3316918277297,-3.9997982389567803,4.994128603268293
17,2,508.81478023185286,62.125753098863335,-6.218120399634652,7.6415934090951705
18,2,707.9258963914467,109.26152097508432,-0.6623908346648134,8.152880896913597
19,2,735.0685581457833,92.30635544752005,4.699154117523248,6.536548951390497
20,2,555.3361159259688,144.18374603378115,-2.911574558099307,9.371448808244823
21,2,708.1928133900494,10.222885745553123,5.7276274695469995,1.8361507758754927
22,2,538.3217165870255,68.09584405564604,-4.976586098055274,8.667864265979764
23,2,594.9738297479871,292.6523920332042,6.006829929965293,1.3411329535571468
24,2,793.4959800882294,245.706682315759,-6.411263959805345,-0.1494055520445863
25,2,554.971518856026,314.10522654845164,-6.285358897816906,4.1573783549881735
26,2,552.6028985103482,250.36571886326237,-9.299043783118742,3.1050928319400004
27,2,799.4461656684979,109.95659863292776,-5.538343315021152,3.3183892678040428
28,2,800.0,163.9198524452905,-6.221810952323695,0.2556839686986956
29,2,558.7297444765622,36.679601400232855,8.292221022563593,5.938367811750638
0,3,534.6974276298438,120.73040218289347,-7.798182186799158,0.09265764884938789
1,3,771.2737201708981,380.28268760751297,-7.177886537219907,4.696683190129958
2,3,551.861226336099,265.2440186544081,-6.037978641915482,0.6149072073709325
3,3,621.9710679155262,156.6013386873454,-4.983144931503819,7.759510647418108
4,3,646.7273358065784,213.57155028220055,-5.027060681249551,4.451777411858831
5,3,799.6484879648143,94.27656932565512,-3.515120351856964,7.756057103231672
6,3,595.4156979117736,249.80610844443714,4.311495540222162,7.046267134445975
7,3,648.7279504421916,370.0514745536242,0.23831471056690712,5.9952653067839625
8,3,686.101772369,301.09221953803984,4.939184519498947,5.00372669406885
9,3,799.4703071688548,149.18854832203255,-5.296928311452573,2.9940244776007403
10,3,594.6160708945589,72.19105120655065,2.2453305390831657,9.106358647247001
11,3,766.1155708880187,4.12137366646792,1.697878610332849,6.421802377804219
12,3,450.38752196210726,225.5306716159637,2.9518273925214085,5.223668734209728
13,3,745.6520712005299,56.49692162115391,-0.6635727405466283,9.65905390725124
14,3,572.8718609434418,289.7950263008863,-3.233151905717386,5.054377187602449
15,3,666.3910088876845,191.39830444731885,5.16567945350718,5.525787430405975
16,3,768.9463058763288,277.8302842935645,-4.263716271391927,4.985924658348126
17,3,508.1916685240568,62.901574260578776,-6.231117077960564,7.758211617154433
18,3,707.8730442713241,110.07821190962487,-0.5285212012255166,8.166909345405504
19,3,735.548562819014,92.95265023752606,4.800046732307039,6.462947900060171
20,3,555.0409208720654,145.11647267274074,-2.9519505390341307,9.327266389596065
21,3,708.7578565669363,10.45104935070404,5.650431768869232,2.2816360515091567
22,3,537.8513932507989,68.95828173243918,-4.7032333622668165,8.62437676793131
23,3,595.5844175422869,292.77776329722985,6.1058779429979095,1.2537126402566776
24,3,792.8192911687588,245.6805266507057,-6.766889194705988,-0.2615566505329255
25,3,554.330746403691,314.5139456380311,-6.407724523349864,4.087190895794627
26,3,551.683424922472,250.66864954920368,-9.194735878761868,3.029306859412962
27,3,798.8500676843552,110.30376947466549,-5.960979841426617,3.4717084173772514
28,3,799.3487780794917,163.95161099004375,-6.512219205082838,0.31758544753231316
29,3,559.5373972128311,37.31457002640449,8.07652736268935,6.349686261716328
0,4,533.9118370668469,120.74340011184407,-7.855905629967992,0.1299792895059158
1,4,770.5314038472814,380.7405514931241,-7.423163236167161,4.578638856111455
2,4,551.2548765544113,265.3223852950362,-6.063497816876391,0.7836664062814483
3,4,621.4921196729406,157.37535628213584,-4.789482425855623,7.740175947904435
4,4,646.2341462805198,214.0435320836065,-4.931895260586199,4.719818014059447
5,4,799.2560386199536,95.03865288039836,-3.9244934486068592,7.620835547432394
6,4,595.8634385075859,250.4855916328459,4.477405958123297,6.794831884087588
7,4,648.7654909712395,370.65029899257,0.37540529047855586,5.988244389458458
8,4,686.60004132626,301.588088849738,4.982689572600134,4.958693116982079
9,4,798.9263382747108,149.46743372021035,-5.439688941439978,2.788853981777948
10,4,594.846035367896,73.11128675945821,2.299644733370506,9.202355529075577
11,4,766.2598003256699,4.767517399820425,1.4422943765111789,6.461437333525054
12,4,450.6824364502701,226.0531899837477,2.9491448816284533,5.225183677839919
13,4,745.5849083867934,57.463340987443,-0.6716281373657936,9.66419366289088
14,4,572.515102866254,290.3022851080537,-3.567580771877994,5.0725880716738185
15,4,666.9375893412143,191.94503686846653,5.465804535298074,5.4673242114767255
16,4,768.4727271310782,278.3227404636039,-4.735787452506164,4.924561700394277
17,4,507.5766040495287,63.66108980261396,-6.150644745280713,7.595155420351842
18,4,707.8049537041536,110.90010712104926,-0.6809056717058665,8.218952114243953
19,4,736.0365385361064,93.59066812771327,4.879757170923896,6.380178901872092
20,4,554.744506102664,146.06415435048623,-2.964147694013912,9.476816777454816
21,4,709.3235246470531,10.733356635025778,5.656680801167758,2.823072843217385
22,4,537.3949597080284,69.81001137542694,-4.564335427704588,8.517296429877593
23,4,596.2044741596691,292.8924074494321,6.200566173821798,1.1464415220224813
24,4,792.1419593761461,245.6494091654203,-6.773317926126225,-0.31117485285396873
25,4,553.6894131978567,314.94110923493633,-6.4133320583441975,4.271635969052414
26,4,550.7816829881656,250.97412994006737,-9.017419343064287,3.0548039086369494
27,4,798.2203449504241,110.67650241789548,-6.297227339310615,3.727329432299914
28,4,798.6880622480003,163.99571173627592,-6.607158314914134,0.4410074623218392
29,4,560.3280169155458,37.98396233520153,7.906197027146533,6.693923087970446
0,5,533.1261786977959,120.76153960200875,-7.856583690510057,0.18139490164679156
1,5,769.7465352602874,381.1912937940493,-7.848685869939602,4.507423009251951
2,5,550.6418537131358,265.4145197886823,-6.130228412755081,0.9213449364606756
3,5,621.0120757907956,158.14367400352603,-4.80043882144955,7.683177213901975
4,5,645.7483996372508,214.5331237984355,-4.857466432689759,4.895917148290175
5,5,798.8291347789865,95.79474379017034,-4.2690384096713405,7.560909097719819
6,5,596.3192894635198,251.17325060267407,4.558509559339406,6.8765896982817365
7,5,648.8127278732773,371.24843666492137,0.4723690203769682,5.981376723513418
8,5,687.0866886490732,302.08914170623206,4.866473228131601,5.010528564940265
9,5,798.352121621299,149.727008193459,-5.742166534117807,2.5957447324864633
10,5,595.0627805962619,74.04812846252352,2.167452283658453,9.368417030653164
11,5,766.3878688118754,5.4330794048095035,1.280684862055444,6.655620049890777
12,5,450.9732132728391,226.57802218498605,2.9077682256898294,5.248322012383445
13,5,745.5225271054804,58.43529055229608,-0.6238128131289876,9.719495648530831
14,5,572.1187304980918,290.8141914044296,-3.963723681620941,5.119062963759077
15,5,667.495324290543,192.4761954189981,5.577349493286503,5.311585505315663
16,5,767.9655851942199,278.8171778817558,-5.071419368582938,4.944374181518882
17,5,506.9708593648926,64.41871743957223,-6.0574468463613,7.576276369582743
18,5,707.7388323365501,111.71888182819667,-0.6612136760350144,8.187747071474154
19,5,736.510945974776,94.22577700532568,4.7440743866962425,6.351088776124051
20,5,554.4415532413217,147.01303332971358,-3.02952861342271,9.488789792273412
21,5,709.8691273822024,11.052589463727589,5.456027351492877,3.192328287018105
22,5,536.9498627933383,70.66627457418632,-4.450969146901579,8.562631987593855
23,5,596.8299030906134,292.99504694933,6.254289309442467,1.026394998979068
24,5,791.4519416375006,245.60020758075459,-6.900177386455353,-0.4920158466573798
25,5,553.0620296349907,315.38202057719565,-6.273835628659222,4.409113422593274
26,5,549.8920473892314,251.2858210333072,-8.896355989341941,3.116910932398167
27,5,797.5686714689339,111.04401220145981,-6.516734814902484,3.675097835643292
28,5,797.9995782995885,164.05537792410058,-6.884839484117589,0.5966618782466012
29,5,561.1177869053896,38.66851663971336,7.897699898437094,6.845543045118284
0,6,532.3528049329749,120.79300149282282,-7.733737648209878,0.31461890814072413
1,6,768.9252221003788,381.6307386481105,-8.213131599085605,4.394448540611844
2,6,550.0297749725881,265.52511074533476,-6.120787405476627,1.105909566524869
3,6,620.5242994664851,158.91615997287434,-4.8777632431057,7.724859693483159
4,6,645.2573499577403,215.04288470705714,-4.910496795105155,5.097609086216425
5,6,798.3880019841724,96.54355302891994,-4.411327948140231,7.4880923874959455
6,6,596.7528340526519,251.84070262333813,4.335445891321207,6.674520206640521
7,6,648.8750206514151,371.845194245344,0.6229277813782681,5.967575804226298
8,6,687.5586385186726,302.58539532057716,4.719498695994775,4.962536143451122
9,6,797.7330606603505,149.97717031603906,-6.190609609485851,2.501621225800557
10,6,595.3015629228078,74.99145254708405,2.387823265459483,9.433240845605253
11,6,766.5002317075748,6.1218858364669675,1.1236289569943112,6.888064316574642
12,6,451.25989704230585,227.10876162168685,2.866837694667669,5.3073943670079435
13,6,745.4469576410837,59.40418817168431,-0.7556946439667385,9.688976193882295
14,6,571.7183299133095,291.3092034024216,-4.0040058478232945,4.950119979919609
15,6,668.0441487455272,192.99495595895158,5.488244549842764,5.1876053995349425
16,6,767.4022251740627,279.32170852755263,-5.633600201572775,5.045306457968449
17,6,506.379116818702,65.18001656318002,-5.917425461905928,7.612991236077778
18,6,707.654817866426,112.55359886750317,-0.840144701241181,8.347170393064976
19,6,737.0058458870272,94.85821870050316,4.948999122512503,6.3244169517747295
20,6,554.1267290368919,147.95393670618307,-3.1482420442980903,9.409033764694833
21,6,710.4189434136508,11.407580270359395,5.498160314485009,3.549908066318058
22,6,536.5313516076919,71.5352514507908,-4.185111856463419,8.68976876604478
23,6,597.4718773865307,293.0967482984656,6.419742959172901,1.0170134913560809
24,6,790.7511452592528,245.5366520236655,-7.0079637824773195,-0.6355555708906607
25,6,552.433567381999,315.82563382068696,-6.284622529917228,4.436132434913377
26,6,549.0163728460649,251.58607282141432,-8.756745431665388,3.002517881071311
27,6,796.8949446995357,111.4144147395481,-6.737267693982079,3.7040253808829244
28,6,797.2690141864188,164.1397383374054,-7.305641131697181,0.8436041330480986
29,6,561.9068464547041,39.38108705684107,7.890595493144659,7.125704171277066
0,7,531.5909614250139,120.839588124987,-7.618435079610235,0.4658663216418223
1,7,768.080450774816,382.0905806673032,-8.44771325562892,4.598420191926944
2,7,549.4235788797131,265.6728655630008,-6.061960928750252,1.4775481766606753
3,7,620.0312148198531,159.68606302798463,-4.930846466320935,7.699030551102961
4,7,644.7726562513409,215.5640722149559,-4.846937063994481,5.211875078987576
5,7,797.8997022470073,97.26854732824214,-4.882997371650511,7.249942993221901
6,7,597.1909991539844,252.48556876750536,4.38165101332539,6.448661441672272
7,7,648.9732849412702,372.43709299457333,0.9826428985511171,5.918987492293514
8,7,688.0175636030823,303.06736512333003,4.589250844096228,4.819698027528483
9,7,797.0984062521143,150.21369370982327,-6.346544082361594,2.3652339378421283
10,7,595.5537665908142,75.95640609954918,2.522036680064996,9.649535524651322
11,7,766.5974050809162,6.829576298199265,0.9717337334142124,7.076904617322971
12,7,451.5438639867726,227.63730941938374,2.8396694446670563,5.285477976968998
13,7,745.3828343198855,60.376012768226786,-0.6412332119820061,9.718245965424789
14,7,571.3182325435442,291.80384100683796,-4.000973697652902,4.946376044163411
15,7,668.5984323559719,193.4932331169719,5.542836104447573,4.98277158020331
16,7,766.7817520768036,279.8310926645008,-6.204730972590839,5.093841369481378
17,7,505.78591986809874,65.94694032176987,-5.931969506032971,7.6692375858985775
18,7,707.5595348137545,113.38490841056381,-0.9528305267158432,8.313095430606458
19,7,737.4698956000846,95.48809204879802,4.64049713057363,6.298733482948625
20,7,553.8097603979716,148.89335934787127,-3.169686389203653,9.39422641688189
21,7,710.9613528680136,11.810845702361878,5.424094543627375,4.032654320024827
22,7,536.1193633741267,72.4137643281982,-4.119882335651896,8.785128774074007
23,7,598.1112405563938,293.2068866946061,6.393631698630994,1.1013839614048955
24,7,790.0290980362668,245.44490580835213,-7.220472229860773,-0.9174621531338758
